Entity,Code,Year,Indicator:General government expenditure on health as a percentage of total government expenditure
Morocco,MAR,2004,5.15402
Morocco,MAR,2005,4.43314
Morocco,MAR,2006,5.8312
Morocco,MAR,2007,6.31539
Morocco,MAR,2008,5.94474
Morocco,MAR,2009,6.58377
Morocco,MAR,2010,6.47998
Morocco,MAR,2011,6.04558
Morocco,MAR,2012,6.04558
Morocco,MAR,2013,5.7783
Morocco,MAR,2014,6.03489
Mozambique,MOZ,1995,14.04687
Mozambique,MOZ,1996,14.04687
Mozambique,MOZ,1997,13.65438
Mozambique,MOZ,1998,15.03306
Mozambique,MOZ,1999,16.12646
Mozambique,MOZ,2000,16.99348
Mozambique,MOZ,2001,14.75014
Mozambique,MOZ,2002,15.53208
Mozambique,MOZ,2003,14.97513
Mozambique,MOZ,2004,13.84626
Mozambique,MOZ,2005,18.2437
Mozambique,MOZ,2006,15.19346
Mozambique,MOZ,2007,12.77579
Mozambique,MOZ,2008,10.50137
Mozambique,MOZ,2009,8.57046
Mozambique,MOZ,2010,10.37362
Mozambique,MOZ,2011,7.74918
Mozambique,MOZ,2012,8.81232
Mozambique,MOZ,2013,8.81232
Mozambique,MOZ,2014,8.81232
Myanmar,MMR,1995,1.64029
Myanmar,MMR,1996,1.36928
Myanmar,MMR,1997,0.98443
Myanmar,MMR,1998,0.76552
Myanmar,MMR,1999,0.88621
Myanmar,MMR,2000,1.29928
Myanmar,MMR,2001,1.38132
Myanmar,MMR,2002,2.38374
Myanmar,MMR,2003,1.73951
Myanmar,MMR,2004,1.88899
Myanmar,MMR,2005,1.13298
Myanmar,MMR,2006,1.56397
Myanmar,MMR,2007,1.2778
Myanmar,MMR,2008,1.47799
Myanmar,MMR,2009,1.48813
Myanmar,MMR,2010,1.77392
Myanmar,MMR,2011,1.79077
Myanmar,MMR,2012,3.28063
Myanmar,MMR,2013,3.28063
Myanmar,MMR,2014,3.59309
Namibia,NAM,1995,13.21705
Namibia,NAM,1996,13.79418
Namibia,NAM,1997,14.08649
Namibia,NAM,1998,14.04382
Namibia,NAM,1999,14.2112
Namibia,NAM,2000,13.88383
Namibia,NAM,2001,11.21892
Namibia,NAM,2002,11.89079
Namibia,NAM,2003,11.87125
Namibia,NAM,2004,11.20049
Namibia,NAM,2005,12.80769
Namibia,NAM,2006,11.8348
Namibia,NAM,2007,14.6969
Namibia,NAM,2008,13.85598
Namibia,NAM,2009,13.85598
Namibia,NAM,2010,13.85598
Namibia,NAM,2011,13.85598
Namibia,NAM,2012,13.85598
Namibia,NAM,2013,13.85598
Namibia,NAM,2014,13.85598
Nauru,NRU,1995,5.91837
Nauru,NRU,1996,5.43478
Nauru,NRU,1997,10
Nauru,NRU,1998,15
Nauru,NRU,1999,12.36842
Nauru,NRU,2000,11.19048
Nauru,NRU,2001,14
Nauru,NRU,2002,18.21429
Nauru,NRU,2003,23.80952
Nauru,NRU,2004,28.57143
Nauru,NRU,2005,18.51852
Nauru,NRU,2006,18.51852
Nauru,NRU,2007,18.51852
Nauru,NRU,2008,13.81122
Nauru,NRU,2009,10.51082
Nauru,NRU,2010,10.29012
Nauru,NRU,2011,9.85074
Nauru,NRU,2012,11.49657
Nauru,NRU,2013,11.46182
Nauru,NRU,2014,5.23507
Nepal,NPL,1995,7.89714
Nepal,NPL,1996,7.60574
Nepal,NPL,1997,8.1351
Nepal,NPL,1998,13.69388
Nepal,NPL,1999,10.12251
Nepal,NPL,2000,7.7425
Nepal,NPL,2001,8.818
Nepal,NPL,2002,9.4149
Nepal,NPL,2003,10.10087
Nepal,NPL,2004,11.10711
Nepal,NPL,2005,10.33857
Nepal,NPL,2006,13.15981
Nepal,NPL,2007,13.25943
Nepal,NPL,2008,14.82564
Nepal,NPL,2009,12.70712
Nepal,NPL,2010,14.29194
Nepal,NPL,2011,16.01662
Nepal,NPL,2012,11.81849
Nepal,NPL,2013,11.64034
Nepal,NPL,2014,11.17908
Netherlands,NLD,1995,10.48089
Netherlands,NLD,1996,10.99311
Netherlands,NLD,1997,11.33872
Netherlands,NLD,1998,11.07959
Netherlands,NLD,1999,11.02159
Netherlands,NLD,2000,11.36492
Netherlands,NLD,2001,11.49052
Netherlands,NLD,2002,11.98967
Netherlands,NLD,2003,12.6936
Netherlands,NLD,2004,12.93899
Netherlands,NLD,2005,15.82255
Netherlands,NLD,2006,18.7739
Netherlands,NLD,2007,18.90827
Netherlands,NLD,2008,19.09653
Netherlands,NLD,2009,18.64782
Netherlands,NLD,2010,19.03502
Netherlands,NLD,2011,19.55564
Netherlands,NLD,2012,20.34961
Netherlands,NLD,2013,20.86258
Netherlands,NLD,2014,20.86258
New Zealand,NZL,1995,13.22314
New Zealand,NZL,1996,13.2527
New Zealand,NZL,1997,13.51033
New Zealand,NZL,1998,14.65444
New Zealand,NZL,1999,14.76584
New Zealand,NZL,2000,15.70503
New Zealand,NZL,2001,15.88782
New Zealand,NZL,2002,17.14161
New Zealand,NZL,2003,16.71318
New Zealand,NZL,2004,17.40177
New Zealand,NZL,2005,17.68781
New Zealand,NZL,2006,18.05515
New Zealand,NZL,2007,18.06443
New Zealand,NZL,2008,21.60657
New Zealand,NZL,2009,22.46883
New Zealand,NZL,2010,19.77959
New Zealand,NZL,2011,21.71408
New Zealand,NZL,2012,23.13138
New Zealand,NZL,2013,23.35597
New Zealand,NZL,2014,23.35597
Nicaragua,NIC,1995,21.51677
Nicaragua,NIC,1996,18.19405
Nicaragua,NIC,1997,13.66443
Nicaragua,NIC,1998,15.04459
Nicaragua,NIC,1999,11.22298
Nicaragua,NIC,2000,13.12421
Nicaragua,NIC,2001,15.55757
Nicaragua,NIC,2002,18.76794
Nicaragua,NIC,2003,20.19606
Nicaragua,NIC,2004,19.21525
Nicaragua,NIC,2005,18.59623
Nicaragua,NIC,2006,17.12734
Nicaragua,NIC,2007,18.82355
Nicaragua,NIC,2008,18.11298
Nicaragua,NIC,2009,19.98922
Nicaragua,NIC,2010,19.83115
Nicaragua,NIC,2011,19.1054
Nicaragua,NIC,2012,18.67956
Nicaragua,NIC,2013,19.83657
Nicaragua,NIC,2014,23.95123
Niger,NER,1995,8.99103
Niger,NER,1996,9.26609
Niger,NER,1997,9.89636
Niger,NER,1998,9.33097
Niger,NER,1999,8.58768
Niger,NER,2000,8.43169
Niger,NER,2001,10.10465
Niger,NER,2002,9.88646
Niger,NER,2003,9.38597
Niger,NER,2004,8.96822
Niger,NER,2005,14.78472
Niger,NER,2006,16.08276
Niger,NER,2007,12.24358
Niger,NER,2008,11.38014
Niger,NER,2009,10.66367
Niger,NER,2010,10.69246
Niger,NER,2011,8.57581
Niger,NER,2012,7.59863
Niger,NER,2013,7.56875
Niger,NER,2014,7.56875
Nigeria,NGA,1995,6.08909
Nigeria,NGA,1996,6.08909
Nigeria,NGA,1997,6.08909
Nigeria,NGA,1998,6.08909
Nigeria,NGA,1999,4.45508
Nigeria,NGA,2000,5.92873
Nigeria,NGA,2001,4.49776
Nigeria,NGA,2002,3.72797
Nigeria,NGA,2003,5.89057
Nigeria,NGA,2004,8.81636
Nigeria,NGA,2005,7.29805
Nigeria,NGA,2006,8.64769
Nigeria,NGA,2007,9.19336
Nigeria,NGA,2008,7.62746
Nigeria,NGA,2009,7.36642
Nigeria,NGA,2010,5.71575
Nigeria,NGA,2011,7.42193
Nigeria,NGA,2012,7.43004
Nigeria,NGA,2013,6.47716
Nigeria,NGA,2014,8.17292
Niue,NIU,1995,8.14296
Niue,NIU,1996,5.49097
Niue,NIU,1997,6.37572
Niue,NIU,1998,5.65774
Niue,NIU,1999,7
Niue,NIU,2000,6.55
Niue,NIU,2001,30.2381
Niue,NIU,2002,9.88889
Niue,NIU,2003,10.75
Niue,NIU,2004,9.99048
Niue,NIU,2005,7.17273
Niue,NIU,2006,39.68182
Niue,NIU,2007,11.83913
Niue,NIU,2008,14.21465
Niue,NIU,2009,14.235
Niue,NIU,2010,6.53296
Niue,NIU,2011,8.39716
Niue,NIU,2012,4.82157
Niue,NIU,2013,5.5547
Niue,NIU,2014,5.89888
North Macedonia,MKD,1995,13.25197
North Macedonia,MKD,1996,14.29028
North Macedonia,MKD,1997,16.48266
North Macedonia,MKD,1998,19.3226
North Macedonia,MKD,1999,15.30188
North Macedonia,MKD,2000,14.95026
North Macedonia,MKD,2001,12.39531
North Macedonia,MKD,2002,13.59324
North Macedonia,MKD,2003,14.51689
North Macedonia,MKD,2004,14.77073
North Macedonia,MKD,2005,14.71681
North Macedonia,MKD,2006,15.50491
North Macedonia,MKD,2007,14.13686
North Macedonia,MKD,2008,14.06176
North Macedonia,MKD,2009,13.27942
North Macedonia,MKD,2010,13.20468
North Macedonia,MKD,2011,13.41337
North Macedonia,MKD,2012,13.3067
North Macedonia,MKD,2013,13.2123
North Macedonia,MKD,2014,12.88854
Norway,NOR,1995,12.93087
Norway,NOR,1996,13.4804
Norway,NOR,1997,14.47478
Norway,NOR,1998,15.37551
Norway,NOR,1999,16.01457
Norway,NOR,2000,16.23417
Norway,NOR,2001,16.49242
Norway,NOR,2002,17.18647
Norway,NOR,2003,17.22958
Norway,NOR,2004,17.53914
Norway,NOR,2005,17.66428
Norway,NOR,2006,17.30781
Norway,NOR,2007,17.41899
Norway,NOR,2008,17.61941
Norway,NOR,2009,17.40524
Norway,NOR,2010,17.41788
Norway,NOR,2011,17.61348
Norway,NOR,2012,18.10703
Norway,NOR,2013,18.18168
Norway,NOR,2014,18.21168
Oman,OMN,1995,6.9018
Oman,OMN,1996,7.68851
Oman,OMN,1997,7.48085
Oman,OMN,1998,7.25303
Oman,OMN,1999,7.37594
Oman,OMN,2000,7.03079
Oman,OMN,2001,6.65782
Oman,OMN,2002,6.79021
Oman,OMN,2003,6.77371
Oman,OMN,2004,6.2425
Oman,OMN,2005,6.08941
Oman,OMN,2006,5.42305
Oman,OMN,2007,5.58193
Oman,OMN,2008,5.40967
Oman,OMN,2009,6.01545
Oman,OMN,2010,6.69591
Oman,OMN,2011,5.30402
Oman,OMN,2012,4.77378
Oman,OMN,2013,5.42899
Oman,OMN,2014,6.76281
Pakistan,PAK,1995,3.75882
Pakistan,PAK,1996,3.81551
Pakistan,PAK,1997,3.826
Pakistan,PAK,1998,3.2418
Pakistan,PAK,1999,3.35777
Pakistan,PAK,2000,3.52819
Pakistan,PAK,2001,3.41703
Pakistan,PAK,2002,4.48412
Pakistan,PAK,2003,4.02712
Pakistan,PAK,2004,4.46129
Pakistan,PAK,2005,4.30357
Pakistan,PAK,2006,4.62307
Pakistan,PAK,2007,4.10057
Pakistan,PAK,2008,3.91395
Pakistan,PAK,2009,4.1868
Pakistan,PAK,2010,4.71562
Pakistan,PAK,2011,4.71562
Pakistan,PAK,2012,4.72961
Pakistan,PAK,2013,4.72961
Pakistan,PAK,2014,4.72961
Palau,PLW,1995,13.93568
Palau,PLW,1996,14.51398
Palau,PLW,1997,14.37908
Palau,PLW,1998,14.15944
Palau,PLW,1999,13.22607
Palau,PLW,2000,11.99176
Palau,PLW,2001,12.98875
Palau,PLW,2002,12.56625
Palau,PLW,2003,14.32973
Palau,PLW,2004,15.27683
Palau,PLW,2005,15.98026
Palau,PLW,2006,15.0625
Palau,PLW,2007,14.19051
Palau,PLW,2008,15.48
Palau,PLW,2009,16.57848
Palau,PLW,2010,16.91348
Palau,PLW,2011,16.52326
Palau,PLW,2012,16.45789
Palau,PLW,2013,17.83956
Palau,PLW,2014,18.11443
Panama,PAN,1995,16.14008
Panama,PAN,1996,14.52862
Panama,PAN,1997,20.99957
Panama,PAN,1998,19.65019
Panama,PAN,1999,18.8587
Panama,PAN,2000,21.32292
Panama,PAN,2001,10.63985
Panama,PAN,2002,10.91469
Panama,PAN,2003,10.36904
Panama,PAN,2004,11.48725
Panama,PAN,2005,12.69216
Panama,PAN,2006,11.80126
Panama,PAN,2007,11.39887
Panama,PAN,2008,13.71636
Panama,PAN,2009,14.7012
Panama,PAN,2010,15.1095
Panama,PAN,2011,12.84673
Panama,PAN,2012,12.68913
Panama,PAN,2013,14.50365
Panama,PAN,2014,14.62708
Papua New Guinea,PNG,1995,8.64666
Papua New Guinea,PNG,1996,9.44312
Papua New Guinea,PNG,1997,10.50123
Papua New Guinea,PNG,1998,11.60951
Papua New Guinea,PNG,1999,10.63004
Papua New Guinea,PNG,2000,9.90378
Papua New Guinea,PNG,2001,17.31117
Papua New Guinea,PNG,2002,21.68643
Papua New Guinea,PNG,2003,21.13766
Papua New Guinea,PNG,2004,24.78992
Papua New Guinea,PNG,2005,15.53964
Papua New Guinea,PNG,2006,14.82219
Papua New Guinea,PNG,2007,8.96381
Papua New Guinea,PNG,2008,8.79684
Papua New Guinea,PNG,2009,10.7557
Papua New Guinea,PNG,2010,10.39331
Papua New Guinea,PNG,2011,13.16351
Papua New Guinea,PNG,2012,11.66474
Papua New Guinea,PNG,2013,11.17512
Papua New Guinea,PNG,2014,9.54129
Paraguay,PRY,1995,11.83583
Paraguay,PRY,1996,14.1177
Paraguay,PRY,1997,13.79514
Paraguay,PRY,1998,16.16477
Paraguay,PRY,1999,16.92675
Paraguay,PRY,2000,17.69689
Paraguay,PRY,2001,16.05412
Paraguay,PRY,2002,13.30514
Paraguay,PRY,2003,13.22819
Paraguay,PRY,2004,13.86937
Paraguay,PRY,2005,13.1637
Paraguay,PRY,2006,13.07765
Paraguay,PRY,2007,13.78381
Paraguay,PRY,2008,9.65102
Paraguay,PRY,2009,10.19054
Paraguay,PRY,2010,11.15728
Paraguay,PRY,2011,11.83778
Paraguay,PRY,2012,11.46094
Paraguay,PRY,2013,12.79714
Paraguay,PRY,2014,11.91504
Peru,PER,1995,13.11984
Peru,PER,1996,13.32437
Peru,PER,1997,12.31205
Peru,PER,1998,13.78224
Peru,PER,1999,14.34598
Peru,PER,2000,14.09037
Peru,PER,2001,15.26926
Peru,PER,2002,15.64067
Peru,PER,2003,15.09062
Peru,PER,2004,14.57596
Peru,PER,2005,14.94483
Peru,PER,2006,14.14631
Peru,PER,2007,14.2964
Peru,PER,2008,13.63507
Peru,PER,2009,13.69496
Peru,PER,2010,13.29359
Peru,PER,2011,13.16159
Peru,PER,2012,13.87253
Peru,PER,2013,14.38155
Peru,PER,2014,15.00053
Philippines,PHL,1995,7.4228
Philippines,PHL,1996,7.79919
Philippines,PHL,1997,8.04018
Philippines,PHL,1998,7.91177
Philippines,PHL,1999,7.85188
Philippines,PHL,2000,8.42391
Philippines,PHL,2001,7.20849
Philippines,PHL,2002,5.94065
Philippines,PHL,2003,7.07563
Philippines,PHL,2004,7.46564
Philippines,PHL,2005,8.85415
Philippines,PHL,2006,8.7195
Philippines,PHL,2007,8.20543
Philippines,PHL,2008,8.09585
Philippines,PHL,2009,8.74272
Philippines,PHL,2010,9.30692
Philippines,PHL,2011,8.1419
Philippines,PHL,2012,8.24017
Philippines,PHL,2013,8.90131
Philippines,PHL,2014,10.00647
Poland,POL,1995,8.18466
Poland,POL,1996,8.28151
Poland,POL,1997,8.49482
Poland,POL,1998,8.50761
Poland,POL,1999,9.31451
Poland,POL,2000,9.18019
Poland,POL,2001,9.36971
Poland,POL,2002,9.93098
Poland,POL,2003,9.52222
Poland,POL,2004,9.69673
Poland,POL,2005,9.67147
Poland,POL,2006,9.65332
Poland,POL,2007,10.26503
Poland,POL,2008,11.10995
Poland,POL,2009,11.27443
Poland,POL,2010,10.74768
Poland,POL,2011,10.80225
Poland,POL,2012,10.75271
Poland,POL,2013,10.69627
Poland,POL,2014,10.69627
Portugal,PRT,1995,10.8996
Portugal,PRT,1996,11.64556
Portugal,PRT,1997,11.89678
Portugal,PRT,1998,11.98513
Portugal,PRT,1999,12.49728
Portugal,PRT,2000,14.52318
Portugal,PRT,2001,14.12987
Portugal,PRT,2002,14.78181
Portugal,PRT,2003,14.4835
Portugal,PRT,2004,14.96476
Portugal,PRT,2005,14.97516
Portugal,PRT,2006,14.55178
Portugal,PRT,2007,14.62623
Portugal,PRT,2008,14.72144
Portugal,PRT,2009,14.25732
Portugal,PRT,2010,13.83961
Portugal,PRT,2011,13.39692
Portugal,PRT,2012,12.85656
Portugal,PRT,2013,12.47931
Portugal,PRT,2014,11.9107
Qatar,QAT,1995,5.23298
Qatar,QAT,1996,5.01651
Qatar,QAT,1997,5.01651
Qatar,QAT,1998,5.01651
Qatar,QAT,1999,5.01651
Qatar,QAT,2000,5.01651
Qatar,QAT,2001,5.9842
Qatar,QAT,2002,6.29414
Qatar,QAT,2003,11.8515
Qatar,QAT,2004,9.71664
Qatar,QAT,2005,8.09418
Qatar,QAT,2006,7.16869
Qatar,QAT,2007,6.53756
Qatar,QAT,2008,6.60778
Qatar,QAT,2009,5.99628
Qatar,QAT,2010,5.1337
Qatar,QAT,2011,5.13199
Qatar,QAT,2012,5.83442
Qatar,QAT,2013,5.83442
Qatar,QAT,2014,5.83442
Romania,ROU,1995,7.03278
Romania,ROU,1996,7.14373
Romania,ROU,1997,9.62202
Romania,ROU,1998,7.96797
Romania,ROU,1999,8.5746
Romania,ROU,2000,9.1456
Romania,ROU,2001,9.79125
Romania,ROU,2002,10.77687
Romania,ROU,2003,13.5224
Romania,ROU,2004,12.14366
Romania,ROU,2005,13.16363
Romania,ROU,2006,11.41796
Romania,ROU,2007,11.18681
Romania,ROU,2008,11.27159
Romania,ROU,2009,10.81777
Romania,ROU,2010,11.84812
Romania,ROU,2011,11.18833
Romania,ROU,2012,12.0624
Romania,ROU,2013,12.83711
Romania,ROU,2014,12.83711
Russia,RUS,1995,9.14388
Russia,RUS,1996,8.74932
Russia,RUS,1997,10.52223
Russia,RUS,1998,10.12563
Russia,RUS,1999,9.77575
Russia,RUS,2000,12.67365
Russia,RUS,2001,12.36552
Russia,RUS,2002,11.22308
Russia,RUS,2003,11.01532
Russia,RUS,2004,11.28092
Russia,RUS,2005,11.74976
Russia,RUS,2006,10.76932
Russia,RUS,2007,10.20826
Russia,RUS,2008,10.38658
Russia,RUS,2009,10.05714
Russia,RUS,2010,9.71811
Russia,RUS,2011,10.02771
Russia,RUS,2012,10.1792
Russia,RUS,2013,9.84317
Russia,RUS,2014,9.4909
Rwanda,RWA,1995,8.002
Rwanda,RWA,1996,8.35057
Rwanda,RWA,1997,9.39952
Rwanda,RWA,1998,13.51952
Rwanda,RWA,1999,9.97019
Rwanda,RWA,2000,8.51629
Rwanda,RWA,2001,10.07885
Rwanda,RWA,2002,9.99879
Rwanda,RWA,2003,15.66128
Rwanda,RWA,2004,13.47532
Rwanda,RWA,2005,13.69932
Rwanda,RWA,2006,22.92113
Rwanda,RWA,2007,16.51892
Rwanda,RWA,2008,11.66684
Rwanda,RWA,2009,10.06947
Rwanda,RWA,2010,11.32029
Rwanda,RWA,2011,10.47095
Rwanda,RWA,2012,10.43622
Rwanda,RWA,2013,10.06545
Rwanda,RWA,2014,9.85551
Saint Kitts and Nevis,KNA,1995,9.95025
Saint Kitts and Nevis,KNA,1996,9.05172
Saint Kitts and Nevis,KNA,1997,10.18519
Saint Kitts and Nevis,KNA,1998,10.12495
Saint Kitts and Nevis,KNA,1999,9.57854
Saint Kitts and Nevis,KNA,2000,9.58882
Saint Kitts and Nevis,KNA,2001,9.5222
Saint Kitts and Nevis,KNA,2002,7.99116
Saint Kitts and Nevis,KNA,2003,6.27767
Saint Kitts and Nevis,KNA,2004,5.57489
Saint Kitts and Nevis,KNA,2005,4.4746
Saint Kitts and Nevis,KNA,2006,5.2595
Saint Kitts and Nevis,KNA,2007,6.50327
Saint Kitts and Nevis,KNA,2008,6.19692
Saint Kitts and Nevis,KNA,2009,6.35042
Saint Kitts and Nevis,KNA,2010,6.77247
Saint Kitts and Nevis,KNA,2011,6.48742
Saint Kitts and Nevis,KNA,2012,7.06895
Saint Kitts and Nevis,KNA,2013,7.24788
Saint Kitts and Nevis,KNA,2014,6.89337
Saint Lucia,LCA,1995,11.30154
Saint Lucia,LCA,1996,13.0113
Saint Lucia,LCA,1997,11.57264
Saint Lucia,LCA,1998,10.66842
Saint Lucia,LCA,1999,11.07524
Saint Lucia,LCA,2000,11.72061
Saint Lucia,LCA,2001,12.16758
Saint Lucia,LCA,2002,11.44058
Saint Lucia,LCA,2003,9.72961
Saint Lucia,LCA,2004,9.70431
Saint Lucia,LCA,2005,9.54484
Saint Lucia,LCA,2006,10.8695
Saint Lucia,LCA,2007,11.47418
Saint Lucia,LCA,2008,11.78364
Saint Lucia,LCA,2009,15.09985
Saint Lucia,LCA,2010,13.12365
Saint Lucia,LCA,2011,10.95337
Saint Lucia,LCA,2012,10.1507
Saint Lucia,LCA,2013,11.31825
Saint Lucia,LCA,2014,11.47402
Saint Vincent and the Grenadines,VCT,1995,13.08951
Saint Vincent and the Grenadines,VCT,1996,12.0726
Saint Vincent and the Grenadines,VCT,1997,9.16914
Saint Vincent and the Grenadines,VCT,1998,8.52941
Saint Vincent and the Grenadines,VCT,1999,8.49315
Saint Vincent and the Grenadines,VCT,2000,10.76
Saint Vincent and the Grenadines,VCT,2001,10.07647
Saint Vincent and the Grenadines,VCT,2002,10.74667
Saint Vincent and the Grenadines,VCT,2003,11.00264
Saint Vincent and the Grenadines,VCT,2004,9.81567
Saint Vincent and the Grenadines,VCT,2005,8.43032
Saint Vincent and the Grenadines,VCT,2006,9.39101
Saint Vincent and the Grenadines,VCT,2007,10.16679
Saint Vincent and the Grenadines,VCT,2008,13.18975
Saint Vincent and the Grenadines,VCT,2009,13.18975
Saint Vincent and the Grenadines,VCT,2010,11.73417
Saint Vincent and the Grenadines,VCT,2011,13.1795
Saint Vincent and the Grenadines,VCT,2012,15.01724
Saint Vincent and the Grenadines,VCT,2013,14.55934
Saint Vincent and the Grenadines,VCT,2014,14.81826
Samoa,WSM,1995,7.47763
Samoa,WSM,1996,7.61194
Samoa,WSM,1997,10.53516
Samoa,WSM,1998,13.11884
Samoa,WSM,1999,12.46593
Samoa,WSM,2000,13.73542
Samoa,WSM,2001,12.81588
Samoa,WSM,2002,12.75734
Samoa,WSM,2003,12.67083
Samoa,WSM,2004,13.21259
Samoa,WSM,2005,11.17866
Samoa,WSM,2006,13.97164
Samoa,WSM,2007,14.08307
Samoa,WSM,2008,13.15754
Samoa,WSM,2009,12.56518
Samoa,WSM,2010,12.59366
Samoa,WSM,2011,14.16731
Samoa,WSM,2012,11.62449
Samoa,WSM,2013,16.548
Samoa,WSM,2014,15.08415
San Marino,SMR,1995,17.66041
San Marino,SMR,1996,18.22727
San Marino,SMR,1997,18.26873
San Marino,SMR,1998,19.22565
San Marino,SMR,1999,20.41762
San Marino,SMR,2000,20.43658
San Marino,SMR,2001,20.22433
San Marino,SMR,2002,13.78495
San Marino,SMR,2003,13.71174
San Marino,SMR,2004,12.67071
San Marino,SMR,2005,12.39752
San Marino,SMR,2006,11.64576
San Marino,SMR,2007,11.70915
San Marino,SMR,2008,11.95619
San Marino,SMR,2009,13.89958
San Marino,SMR,2010,14.59309
San Marino,SMR,2011,15.40949
San Marino,SMR,2012,13.22714
San Marino,SMR,2013,13.22714
San Marino,SMR,2014,13.22714
Sao Tome and Principe,STP,1995,7.858
Sao Tome and Principe,STP,1996,8.14474
Sao Tome and Principe,STP,1997,8.34023
Sao Tome and Principe,STP,1998,8.21851
Sao Tome and Principe,STP,1999,8.65437
Sao Tome and Principe,STP,2000,8.99065
Sao Tome and Principe,STP,2001,7.05052
Sao Tome and Principe,STP,2002,9.13816
Sao Tome and Principe,STP,2003,13.3064
Sao Tome and Principe,STP,2004,10.03409
Sao Tome and Principe,STP,2005,13.20746
Sao Tome and Principe,STP,2006,5.57833
Sao Tome and Principe,STP,2007,5.57833
Sao Tome and Principe,STP,2008,5.57833
Sao Tome and Principe,STP,2009,5.57833
Sao Tome and Principe,STP,2010,5.57833
Sao Tome and Principe,STP,2011,5.57833
Sao Tome and Principe,STP,2012,5.89714
Sao Tome and Principe,STP,2013,12.38723
Sao Tome and Principe,STP,2014,12.38723
Saudi Arabia,SAU,1995,4.39776
Saudi Arabia,SAU,1996,4.48068
Saudi Arabia,SAU,1997,4.5476
Saudi Arabia,SAU,1998,5.20006
Saudi Arabia,SAU,1999,8.55192
Saudi Arabia,SAU,2000,8.57451
Saudi Arabia,SAU,2001,8.22081
Saudi Arabia,SAU,2002,7.94818
Saudi Arabia,SAU,2003,8.06684
Saudi Arabia,SAU,2004,7.33472
Saudi Arabia,SAU,2005,8.12573
Saudi Arabia,SAU,2006,9.01135
Saudi Arabia,SAU,2007,7.94307
Saudi Arabia,SAU,2008,6.52237
Saudi Arabia,SAU,2009,6.96197
Saudi Arabia,SAU,2010,6.21944
Saudi Arabia,SAU,2011,7.02642
Saudi Arabia,SAU,2012,7.74907
Saudi Arabia,SAU,2013,8.211
Saudi Arabia,SAU,2014,8.211
Senegal,SEN,1995,7.10441
Senegal,SEN,1996,7.7239
Senegal,SEN,1997,7.23194
Senegal,SEN,1998,7.06702
Senegal,SEN,1999,9.04094
Senegal,SEN,2000,10.13562
Senegal,SEN,2001,10.25727
Senegal,SEN,2002,9.68762
Senegal,SEN,2003,9.68059
Senegal,SEN,2004,9.00066
Senegal,SEN,2005,12.41153
Senegal,SEN,2006,11.60627
Senegal,SEN,2007,8.70721
Senegal,SEN,2008,9.59848
Senegal,SEN,2009,9.36508
Senegal,SEN,2010,8.77233
Senegal,SEN,2011,7.8408
Senegal,SEN,2012,7.47617
Senegal,SEN,2013,7.94604
Senegal,SEN,2014,8.03667
Serbia,SRB,1995,13.60677
Serbia,SRB,1996,13.60677
Serbia,SRB,1997,13.60677
Serbia,SRB,1998,13.60677
Serbia,SRB,1999,13.60677
Serbia,SRB,2000,13.60677
Serbia,SRB,2001,13.60677
Serbia,SRB,2002,13.60677
Serbia,SRB,2003,13.76357
Serbia,SRB,2004,13.89461
Serbia,SRB,2005,14.26042
Serbia,SRB,2006,13.11527
Serbia,SRB,2007,14.16239
Serbia,SRB,2008,14.34235
Serbia,SRB,2009,14.10073
Serbia,SRB,2010,14.30826
Serbia,SRB,2011,14.25379
Serbia,SRB,2012,13.11907
Serbia,SRB,2013,13.86176
Serbia,SRB,2014,13.86176
Seychelles,SYC,1995,8.00627
Seychelles,SYC,1996,7.90483
Seychelles,SYC,1997,8.32215
Seychelles,SYC,1998,6.9001
Seychelles,SYC,1999,7.88591
Seychelles,SYC,2000,7.9403
Seychelles,SYC,2001,8.40491
Seychelles,SYC,2002,6.74757
Seychelles,SYC,2003,9.89355
Seychelles,SYC,2004,10.09753
Seychelles,SYC,2005,10.07709
Seychelles,SYC,2006,8.43478
Seychelles,SYC,2007,7.54448
Seychelles,SYC,2008,6.30734
Seychelles,SYC,2009,7.07088
Seychelles,SYC,2010,8.93459
Seychelles,SYC,2011,9.01938
Seychelles,SYC,2012,10.37852
Seychelles,SYC,2013,9.70186
Seychelles,SYC,2014,9.70186
Sierra Leone,SLE,1995,14.6358
Sierra Leone,SLE,1996,14.6358
Sierra Leone,SLE,1997,14.6358
Sierra Leone,SLE,1998,14.6358
Sierra Leone,SLE,1999,14.6358
Sierra Leone,SLE,2000,14.6358
Sierra Leone,SLE,2001,14.6358
Sierra Leone,SLE,2002,14.6358
Sierra Leone,SLE,2003,14.6358
Sierra Leone,SLE,2004,14.6358
Sierra Leone,SLE,2005,14.63333
Sierra Leone,SLE,2006,11.79206
Sierra Leone,SLE,2007,12.70138
Sierra Leone,SLE,2008,11.06231
Sierra Leone,SLE,2009,12.63134
Sierra Leone,SLE,2010,11.85386
Sierra Leone,SLE,2011,12.26561
Sierra Leone,SLE,2012,9.71018
Sierra Leone,SLE,2013,10.84295
Sierra Leone,SLE,2014,10.84295
Singapore,SGP,1995,9.29282
Singapore,SGP,1996,7.86237
Singapore,SGP,1997,9.59788
Singapore,SGP,1998,9.90314
Singapore,SGP,1999,9.38852
Singapore,SGP,2000,7.08328
Singapore,SGP,2001,4.65211
